Kiswahili,Kikuyu
Labani alikuwa ameiona ile pete na bangili mikononi mwa dada yake ,Labani nĩoneete gĩcũhĩ kĩrĩa na bangiri mookoini ma mwarĩ wa nyina 
Kwa hivyo uturuhusu tuende jangwani safari ya mwendo wa siku tatu ,tondũ wa ũguo twĩtĩkĩrie tũthiĩ werũinĩ rũgendo rwa mĩthenya ĩtatũ 
Nchi ikatoa majani ya aina yote . Naye Mungu akaona kuwa ni vyema .,Thi ikiruta mimera ya mithemba yothe . Naake Ngai akiona ati uguo ni wega .
Lakini hakustahili kulala naye hadi atakapomzaa wa mtoto wa kiume ,No ndaigana gukoma nake nginya agiciara mwana wa kahii
akisema hivi   Tubuni  kwa sababu ufalme wa mbiguni umekaribia . ,akiugaga uu   Mwirirei tondu Uthamaki wa iguru ni ukuhiriirie . 
akakutana na na watu wawili waliokuwa na pepo wametoka makaburini .,agicemania na andu eri maari na ndaimono moimite mbirira-ini .
Yesu akajibu hivi   Nyinyi wazawa huu usiyo imani na kilichopotea ,Jesu agicokia uu   Inyui ruciaro ruru rutari witikio na ruhitanu 
Sitarudi kuangamiza viumbe wenye uhai wote kama vile nilivyofanya .,Ndigaacooka kũniina ciũmbe ciothe i muoyo ta ũrĩa njĩkĩĩte .
kwa kuwa hujiumbua nyuso zao ili waonekane na watu kuwa wanafunga .,ni gukoruo matukagia ithiithi ciao niguo moneke ni andu ati ni mehingite .
Kwa hivyo maneno yale yaliyosemwa kupitia nabii Yeremia yakatimia ,Kwoguo ciugo iria ciaaritio kugerera munabii Jeremia ikihinga 
kwa maana husabisha jua lake liwawakie watu wale eaovu na wale wema,tondu atumaga riua riake riarire andu aria oru na aria ega
viriba hivyo hupasuka na divei kumwagika nazo viriba vikaharibika .,mondo icio ni itumukaga na ndibei igaitika nacio mondo igathuka .
Wafalme wa huku duniani hukudanya fedha za ushuru kutoka kwa nani ?,Athamaki a guku thi monganagia mbeca cia igooti kuuma kuri a ?
na vile Yohana aliposikia yuko njiani habari za matendo ya Jristo ,na riria Yohana aaiguire ari njera uhoro wa ciiko cia kristo 
nitawaambieni kwa uhakika ni jambo rahisi kwa mbingu na dunia kuisha,ngumwira atiri o ma ni undu muhuthu hari iguru na thi guthira
lakini  wakati watawapeleka  msihangaike mkifikiria yale mtasema .,no riri  riria makamutwara mutikanatangike mugiiciria uria mukuuga .
Angalieni msifanye mema wakati mko mbele ya watu ili mwonekane nao ,Mwimenyagirirei  mutigekage maundu ma uthingu riria muri mbere ya andu niguo muonwo nio 
Wakati ule mnaenda kuwasaidia wanawake wa Kiebrania wanapojifungua ,Hĩndĩ ĩrĩa mwathiĩ gũteithĩrĩria atumia a Ahibirania gũciara-rĩ 
na akaifanya mvua iwanyee watu wale wenye haki na wale wasio haki . ,na agatuma mbura yurire andu aria athingu na aria matari athingu . 
Mtu huyo apaswa amtoe dume huyo mbele ya mlango wa hema la mkutano ,Mũndũ ũcio aagĩrĩirwo nĩarutĩre ndeegwa ĩyo mũromoinĩ wa Hema ya gũtũnganwo 
Ni nini kinawazuia kupata ufunuo kuwa sizungumzii habari ya mikate ?,Ni kii kiragiria mutaukiruo ati ndiraria uhoro wa migate ?
naye Baba yenu wa mbinguni  si wale wamombaye atawapa viru vizuri !,nake Ithe wanyu wa iguru  githi aria mamuhoyaga ndarimaheaga indo njega !
akifunzana ndani ya sinagogi na akihubiri habari ile njema ya Ufalme,akirutanaga thiini wa thunagogi na akihunjagia uhoro uria mwega wa Uthamaki
Ee Mwenyezi-Mungu  utanipa nini hali naendelea kuishi bila watoto ?,MWATHANI  kĩrĩa ũkũũhe gĩkũng'una na kĩ amu ndikĩrĩ ciana ?
Nani kutoka kati yenyu anaweza ombwa mkate na mwana wake ampe jiwe ?,Nu kuma gatagati-ini kanyu ungihoyuo mugate ni muruwe amuhe ihiga ?
akaenda akamchukua akamtoa sadaka ya kuteketezwa badala ya mwanawe .,agĩthiĩ akĩmĩnyiita akĩmĩruta igongoona rĩa njino handũinĩ ha mũũrũwe .
Noa akatoka katika safina pamoja na mkewe  wana wake   na wake zao,Noa agĩkiuma thabinainĩ o hamwe na mũtumia wake  aariũ aake  na atumia aao
mjitahadhari msifanye mambo wakati m mbele ya watu ili mwonekane nao,mwimenyagirirei mutigekage maundu riria muri mbere ya andu niguo muonwo nio
kuweni m wakamilifu kama vile Baba yenu wa mbinguni alivyo mkamilifu,koragwoi muri akinyaniru ta uria ithe wanyu wa iguru ari mukinyaniru
akawaambia wanafunzi wake watoke huko wavuke ng`ambo hiyo nyingine .,akira arutwo ake mehere kuu maringe murimo ucio ungi .
na yale niliwaambia kwa kunong`ona  myahubiri mmkiwa juu ya nyumba .,na maria ndimwiraga na miheehu  mumahunjie muri nyumba iguru .
Abrahamu aliambiwa kuwa Milka alimzaa Nahori ndugu yake watoto nane ,Aburahamu nĩerirwo atĩ Milika nĩaciarĩire Nahori mũrũ wa nyina ciana inyaanya 
NIngependa wewe na Aroni fanyeni sensa ya jumuiya yote ya Waisraeli ,Ngwenda wee na Harũni mũtare andũ oothe a Isiraeli 
hakuna hata mmoja yao aweza kuanguka chini na baba yenu akose kujua .,gutiri o na kamwe gatuo kangigwa thi na Ithe wanyu age kumenya .
mwaweza kuuambia kilima hiki   Tok hapa uende pale   nayo itatoka ,no muhote kwira kirima giki   Ehera haha uthii haaria   nakio kiehere 
Tera alifariki huko Harani akiwa na umri wa miaka mia mbili na tano .,Tera aakuĩrĩire kũu Harani e wa mĩaka magana meerĩ na ĩtaano .
Yesu akamwambia   Kwa hivyo  wanao hawapaswi kutoa fedha za ushuru ,Jesu akimwiraKwoguoariu matiagiriire kuruta mbeca cia igooti 
Vile waliinamuka  hakuna mtu mwingine waliona isipokuwa Yesu pekee .,Riria maainamukire  gutiri mundu ungi moonire tiga o Jesu wiki .
Kaini alimtolea Mwenyezi-Mungu sadaka kutokana na mazao ya shambani .,Kaini akĩreehe magetha mamwe ma mũgũnda wake akĩrutĩra MWATHANI igongoona .
na vile Yesualimaliza kuwapa wanafunzi wake kumi  na wawili mawaidha.,na riria Jesu aarikirie kuhe aruto ake ikumi na eri motaaro .
mayo nyota ile waliona wakiwa upande wa Mashariki ikaenda mbele yao ,nayo njata iria moonete mari mwena wa Irathiro igithii iri mbere yao 
Baada ya hapo  vile Yesu aliketi chini mezani kwa Mathayo nyumbani ,Thutha ucio  riria Jesu aaikarite thi metha-ini kwa Mathayo mucii 
na chochote kile utafunga huku duniani kitakuwa kimefungwa mbinguni .,na kiria giothe ukoha guku thi gigaakoruo kiohetwo iguru .
Lkini  wakipatikana watu wema arubaini na watano badala ya hamsini .,No rĩĩrĩ kũngĩkorwo kũrĩ na andũ mĩrongo ĩna na ataano athingu handũ ha mĩrongo ĩtaano .
Kwa hivyo akawaita wale waliokuwa na deni ya bwana wake mmoja mmoja ,Kwoguo agigita aria maari na thiiri wa mwathi wake umwe umwe 
kwa maana hivyo ndivyo waliwaudhi manabii wale waliokua mbele yenu . ,tondu uguo noguo maanyamaragia anabii aria maari mbere yanyu . 
kwa sababu huko ndiko Mwenyezi-Mungu alikoivuruga lugha ya watu wote ,nĩũndũ kũu nĩkuo MWATHANI aahĩngĩcithanĩirie rũthiomi rwa andũ oothe 
 msiende kwa watu wa mataifa  na msiingie miji yoyote ya wasamaria . , mutigathii kuri andu a nduriri na mutigatonye maturaini o yothe ya Asamaria . 
kundi hilo lote likateremka gengeni likaanguka ziwani na wakafa maji .,ruuru ruu ruothe rugiikuruka kiharuruka-ini rukigwa iria-ini na rugikuira mai-ini .
Msichana yule akakimbia kwenda kwao nyumbani kuwapa habari hiyo yote .,Mũirĩĩtu ũcio agĩteng'era kwao mũciĩ akĩheana ũhoro ũcio wothe .
lakini nitawaambia kuwa pendeni adui zanu na mwaombee wale wawachukiao,no ngumwira atiri endagai thu cianyu na muhoyagire aria ma munyariraga
ila  nitawaambieni kuwa mtu yeyote anayeishi amemkasirikia ndugu yake,No riri ngumwira ati mundu wothe uikaraga arakariire muru wa Ithe
basi huyo na awe ndiye uliyemchagua kuwa mke wa mwana wa bwana wangu .,reke ũcio atuĩke mũtumia ũrĩa MWATHANI athuurĩire mũrũ wa mũnene wakwa .
akimwambia hivi   Mwenyezi-Mungu  mambo hayo hakuna siku yatakupata ,akimwira uu   Mwathani  maundu macio gutiri hindi magaagukora . 
 Ni nini kinawafanya kuelezana hivyo kuwa ni kwa sababu hamna mikate ?, Nikii kiratuma mwirane uguo ati tondu mutiri na migate ?
msiwache mikono yenyu ya kushoto kujua kile mkono wa kuume linafanya ,mutikarekage guoko kwanyu kwa umotho kumenye uria guoko kwa urio kureka 
Yohana mbatizaji aliikuja na akaanza kuhubiri kwenye jangwa la Yudea ,Johana Mubatithania ni okire na akiambiriria kuhunjia weru-ini wa Judea 
Mwanamume yeyote asiyetahiriwa hatahesabiwa kama mmoja wa watu wangu ,Mũndũ mũrũme o wothe ũtaruĩte ndarĩtaragwo ta ũmwe wa andũ aakwa 
Naye Loti akaelekea kuishi kati ya miji iliyokuwa bondeni la Yordani ,Naake Loti agĩthiĩ agĩtũũra matũũrainĩ marĩa maarĩ gĩtuambainĩ kĩa Jorodani
Wakati huo Mwenyezi-Mungu hakuwa ameangamiza miji ya Sodoma na Gomora .,Hĩndĩ ĩyo MWATHANI ndaaniinĩĩte matũũra ma Sodomu na Gomora .
na akasababisha mvua iwanyee watu wale wacha Mungu na wale wenye dhambi,na agatuma mbura yurire andu aria athingu na aria mahari athingu
kwa sababu Herode alikua karibu kuanza kutafuta mtoto huyo ili amuue . ,tondu Herode ari hakuhi kwambiriria gucaria mwana ucio niguo amuurage . 
“ Kwa nini mmekuja kwangu hali mnanichukia na mlinifukuza nchi yenu ? ”,“ Muoka kũrĩ niĩ nĩkĩ o rĩrĩa mũmeneete na nĩmwanyingatire kuuma bũrũri wanyu ? ”
Tufanye hivi  tumpee baba divai alewe ili tulale naye  tupate watoto .,twĩke ũguo-ĩ  tũhe baaba ndibei arĩĩo nĩ geetha tũkome naake tũgĩe ciana .
palitokea njaa nyingine tofauti na ile ya hapo awali wakati wa Abrahamu,nĩkwagĩire na ng'aragu ĩngĩ tiga ĩrĩa yarĩ kuo hĩndĩ ya Aburahamu.
Aliye na baba hapigwi na maneno au matendo yale yanayoumiza roho yako .,Uri na ithe ndaringagwo ni ciugo kana ciiko iria ituragia ngoro yaku .
naye yule yeyote atakaye muoa mwanake aliyewachana na mumewe amesinzi .,nake uria wothe ungihikia mutumia utiganite na muthuriwe ni atharitie .
Akaamka na akamchukua mtoto huyo na mke wake usiku huo wakaenda Misri .,Agiukira na akioya mwana ucio na mutumia wake utuku ucio magithii Misiri .
kwa maana wamekuwa pamoja na mimi siku tatu na hawana kitu cha kula ' .,ni undu makoretwo hamwe na nii thiku  ithatu na matiri na kindu gia kuria ' .
kisha akasema   Ninawaambia kuwa  mkikataa kubadili mwe kama vitoto ,agicoka akiuga   Ngumwira atiri mungiaga kugaruruka muhaane ta twana 
Nilifanya hivyo kwa kuwa nilidhani kuwa huku hakuna mtu amchaye Mungu ,Ndeekire ũguo nĩ ũndũ ndeciiririe atĩ gũũkũ gũtingĩkorwo kwĩ mũndũ ũtĩĩĩte Ngai 
' Mwenyezi-Mungu  Mwenyezi-Mungu  si tulitabiri mambo kwa jina lako ,'Mwathani  Mwathani  githi tutiarathaga mohoro na riitwa riaku 
Mwanamke akamjibu kuwa  Twaweza kula matunda ya mti wowote bustanini .,Mũtumia akĩmĩcookeria atĩrĩ atĩ no tũrĩe itunda rĩa mũtĩ o wothe ũrĩ mũgũnda .
Kwa hivyo  ni nini hufanya uone jani lile lililo jichoni la ndugu yako,Kwoguo-ri  ni kii gigutuma urore kahuti karia kari riitho ria muru wa nyina wanyu
Herode alipogundua kwamba wale wataalamu wa nyota walikuwa wamemhadaa ,Rĩrĩa Herode aamenyire atĩ nĩkũheenio aaheeneetio nĩ athuuri acio maarĩ na ũũgĩ wa njata 
ili msipeane zawadi zenu kwa njia ya watu wengine kujua kuwa mmepeana .,niguo mutikaheanage iheo cianyu na njira andu angi mekumenya ati ni mwaheana .
maana mtoto wa mwanamke huyu hawezirithi mali yako pamoja na mwanangu . ,amu mũrũ wa mũtumia ũyũ ndungata ndakaagaya indo ciaku hamwe na mũrũ wakwa . ”
mkitoka kwake au mji huo  yapigisheni miguu yenu chini vumbi imwagike .,mukiuma gwake kana ituura-ini riu ringithiai maguru manyu thi rukungu ruitike .
na watu wakamletea wat wale wote waliosumbuliwa na magoonjwa mbali mbali,na andu makimurehera andu aria othe maathinagio ni mirimu itiganite
ambaye alikuwa baba ya wale wote wanaofuga mifugo na  waishio mahemani .,urĩa watuĩkire ithe wa arĩa oothe maigaga mahiũ na maikaraga hemainĩ .
na mtu aliye mkuu akikuamuru uende naye maili moja enda naye maili mbili,na mundu uri na unene angigwatha uthii nake mairo imwe thii nake mairo igiri
na wanafunzi wakasanya vikapu saba kubwa vimejaa vipande vile vilibaki .,na arutwo makiungania ikabu mugwanja nene ciyurite cienyu iria ciatigarite .
mbali kutoka pale walikua  palikuwa na kundi la nguruwe nyingi wakila .,handu haraya kuuma haria maari  ni haari na ruuru rwa ngurue nyingi ciariaga .
Kwa hivyo ombeni Mwenye mavuno asababishe wafanyikazi  mavunoni mwake .,Kwoguo-ri hoyai Mwene magetha atume aruti wira magetha-ini make .
kukawa na mafuriko na upepo mkubwa ukavuma na ukapeperusha nyumba hiyo ,gukigia muiyuro na ruhuho runene rukihurutana na rukihuura nyumba iyo 
Bwana zangu  kama mnanipenda  tafadhali msinipite mimi mtumishi wenu .,Athuuri aya  angĩkorwo nĩnjĩtĩkĩrĩkĩĩte nĩ inyuĩ  mũtikaae kũhĩtũka mũciĩ wa ndungata yanyu .
“ Mimi ni nani hata nimwendee Farao na kuwatoa Waisraeli nchini Misri ? ”,“ Niĩ ndĩkĩrĩ ũ atĩ nĩguo thiĩ kũrĩ mũthamaki wa Misiri nĩguo ngatongorie andũ a Isiraeli ndĩmarute kuo ? ”
 Na ni nini huwafanya waandishi waseme kuwa ni lazima Eliya aje kwanza ? , Na ni kii gitumaga andiki-Watho moige ati no muhaka Elija ambe oke ? 
Kwa hivyo mtumishi akaweka mikono yake mapajani mwa bwana wake Abrahamu ,Kwoguo ndungata ĩgĩtoonyia mooko maayo cieroini cia mũnene wayo Aburahamu 
Ili mjue kuwa Mwana wa Adamu ana mamlaka ya kusamehe dhambi huku duniani ,niguo mumenye ati Muru wa mundu ari na wathani wa kuohanira mehia guku thi 
Mwenyezi-Mungu alimwambia  Musa ndani ya hema la mkutano jangwani Sinai ,MWATHANI nĩarĩirie Musa Hemainĩ ya gũtũnganwo me werũinĩ wa Sinai 
na siku ya kwanza ya mwezi wa kumi vilele vya milima vikaanza kuonekana .,na mũthenya wa mbere wa mweri wa ikũmi tũcũmbĩrĩ twa irĩma tũkĩambĩrĩria kuoneka .
na mtu akitaka kukushataki ili achukue nguo yako ya ndani mpe hadi ya juu,na numdu angienda guguthita niguo oe nguo yaku ya thiini munengere ya iguru
mkifanya hivyo  hamna thawabu mtapata kutoka kwa baba yenyu wa mbinguni .,mungika uguo  gutiri kirathimo mungiona kuuma kuri Ithe wanyu wa iguru .
kuwa wewe hauna hatia na watu wote watajua kuwa hakuna baya ulilotenda . ”,atĩ wee ndũrĩ na mahĩtia na andũ oothe nĩmekũmenya atĩ ndũrĩ ũũru wĩkĩĩte . ”
Akamwambia   Amka  uchukue mtoto huyo na mamake muende nchi ya Israeli ,akimwira   Ukira woe mwana ucio na nyina muthii bururi wa Isiraeli 
badala ya hayo  ogopeni yule anaweza ua moyo na mwili ndani ya jehanamu .,ithenya ria uguo  witigagirei uria ingihota kuuraga muoyo na mwiri thiini wa jehanamu .
Andikeni majina ya wanamume wote ambao wana miaka ishirini na kwenda juu ,Andĩkaai marĩĩtwa ma arũme oothe arĩa me na mĩaka mĩrongo ĩĩrĩ gũthiĩ igũrũ 
kwa maana Baba yenu anajua mambo yale mnayahitaji hata kabla hamjamwomba .,tondu Ithe wanyu ni amenyaga maundu maria mubataraga o na mutanahoya .
lakini mlango ule mwembamba ni njia ile ifikishayo watu pa uhai na uzima ,no muromo uria muceke ni njira iria ikinyagia andu hari muoyo ni ngunderu 
Wakati huo ndio watu walianza kutumia jina lake Mwenyezi-Mungu wakiabudu .,Hĩndĩ ĩyo nĩrĩo andũ maambĩrĩire kũhũthĩra rĩĩtwa rĩa MWATHANI magĩthaathaiya.
Tena  ikiwa unapeleka zawadi yako madhabahuni na ukiwa hapo ukumbuke kuwa,Ningi  ungikoruo ugitwara kiheo giaku kigongona-ini na uri hau uririkane ati
alimzalia mtoto wa kiume na bwana wangu amempa huyo mtoto mali yake yote .,nĩamũciarĩire kaana ga kahĩĩ na mũnene ũcio wakwa nĩakĩheete mũũrũwe ũcio indo ciake ciothe .
Isaka alikuwa na umri wa miaka sitini wakati Esau na Yakobo walipozaliwa .,Isaaka aarĩ wa mĩaka mĩrongo ĩtandatũ hindi Esau na Jakubu magĩciarwo .
Abrahamu akatokka Mamre akaenda jangwani iliyo upande wa chini wa Kanaani ,Aburahamu akiuma Mamure agĩthiĩ werũinĩ wĩ mwena wa na kĩanda wa Kanaani 
Mungu amenijalia mtoto mwingine mahali pa Abeli ambaye aliyeuawa na Kaini .,Ngai nĩaheete kaana kangĩ ithenya rĩa Habili ũrĩa woragirwo nĩ Kaini .
Kwa maana mwana wa mwanadamu atakuja na malaika wake na utukufu wa Babake ,Tondu Muru wa mundu ni agooka na araika ake ari na riri wa Ithe 
hakuna wakati mwingine viumbe vyote vyenye uhai vitaangamizwa kwa gharika ,gũtirĩ hĩndĩ ĩngĩ ciũmbe ciothe iria i muoyo ikaaniinwo nĩ mũiyũro wa maaĩ 
Mungu akasema  na liwe anga katikati ya maji likayatenge maji mara mbili .,Niinge Ngai akiuga atire  nikugie mutamburuko wa kugayania maai maita meeri .
Yesu akarudi akaongongzwa na roho hadi jangwani kule alijaribiwa na shetani,Jesu agicoka agitongorio ni roho nginya  weruini kuria ageririo ni Mucukani
Jambo hilo lilifanyika ili neno alilosema Bwana kwa njia ya nabii litimie ,Maũndũ macio meekĩkire nĩ geetha ciugo iria ciaririo nĩ Mwathani ahũthĩrĩĩte mũnabii ihinge 
Kwa jinsi hiyo  mambo yote ambayo mngependa watu wale wengine wawatendee ,Ni undu ucio  maundu mothe maria mungienda adu aria angi mamwikage 
Wakati ule mtu yeyote atamtolea Mwenyezi-Mungu sadaka ya nafaka kama ngano ,Hĩndĩ ĩrĩa mũndũ o wothe ekũrutĩra MWATHANI igongoona rĩa kĩndũ ta ngano 
hapatakuawa mtu hata mmoja atakayeweza kukushinda masiku yote ya uhai wako .,gutikagea mundu o na umwe ukaahota gugutooria matuku moothe ma mwoyo waku .
makutano  kikashangaa vile kiliona wale hawakuweza kuzungumza wakizungumza ,kirindi gikimaka riria kioonire aria mataahotaga kwaria makiaria 
Tena utaenda kwa mfalme wa Misri pamoja na wazee wa Israeli kumwambia kuwa ,Ningĩ ũthiĩ kũrĩ mũthamaki wa Misiri ũrĩ hamwe na atongoria a Isiraeli ũmwĩre atĩrĩ 
Kile mtu huona machoni pake si kile mtu husikia kutoka ulimini wa mwingine .,Kiria mundu onagana maitho make ti kiria mundu aiguaga kuma rurimi rwa ungi .
Lakini  wakati Mungu alipoiangamiza miji ya bondeni alimokuwa anakaa Loti ,No rĩĩrĩ rĩrĩa Ngai aanangaga matũũra macio ma gĩtuamba kũrĩa Loti aatũũraga 
Lakini ntawaambia kuwa watu wengi wa kutoka upande wa mashariki na magharibi,No ngumwira ati andu aingi a kuuma mwena wa irathiro na ithuiro
wachenni kupiga panda ka vile watu wale wanafiki hufanya masinagogi na njiani,tigagai kuhuuha coro ta uria andu aria hinga mekaga thunagogi-ini na njira-ini
mnapenda kuona miujiza  lakini hakuna muujiza mtafanyiwa ila ile ya Yohana .,mwendaga kuona kiama  no gutiri kiama mukaaringiruo o tiga kiria kia Jona .
Fanye vile Sara anakwambia maana  wazawa niliokuambialia watatoka kwa Isaka .,Ĩka ũrĩa Sara arakwĩra amu njiarwa iria ndakwĩrĩire ikoima harĩ Isaaka .
Nyoka ndiye alikua na ujanja mkubwa kuliko wanyama wote ambao Mungu aliumba .,Nyoka niyo yari na wara munene gukira nyamu ciothe iria Ngai oombire .
Wanafunzi waliposikia hivyo  wakainamisha nyuso zao chini  wakaogopa sana .,Arutwo maigua uguo  magiturumithia mothiu mao thi  magiitigira muno .
 Ifikapo jioni  kutakua na hali njema ya anga  kwa maana mbingu ni nyekundu , Gwakinya hwai-ini  gugukoruo na riera riega  tondu iguru ni itune 
badala ya hivyo  endeni mtafute kondoo wale wamepotea wa nyumba ya Isiraeli .,ithenya ria uguo thiii mugacarie ng'ondu iria ciurite cia nyumba ya Isiraeli .
Vile Herode alikufa  malaika wa Yehova akamtokezea Yusufu ndotoni akiwa MIsri,Riria Herode aakuire  muraika wa Jehova akiumirira Jusufu kiroto-ini ari Misiri
kwa sababu hakuna kitu kimefichwa hautafichuka na hakiuna siri haitajulikana .,tondu gutiri undu muhithe utakaaguurio na gutire hitho itakaamenyeka .
mtumishi wangu yuko nyumbani amelala kwa kugonjeka ugonjwa wa kupooza viungo ,ndungata yakwa iri nyumba ikomete ni kurwara murimu wa gukua ciiga 
na watu wakamletea watu wale wote waliosumbuliwa na magonjwa tofauti tofauti ,na andu makimurehera andu aria othe maathinagio ni mirimu itiganite 
Nitashuka kwenda huko nijionee kama mambo hayo mabaya nimesikia ni ya ukweli .,Nĩngũikũrũka kuo ngarore kana maũndũ macio mooru njiguĩte nĩmeekĩĩte nĩ ma ma .
Nani anaweza kuongezea kimo mmoja katika maisha yake kwa ajili ya kuhangaika ?,Nu ungihota kuongerera mukono umwe hari utuuro wake ni undu wa gwitangikira ?
Naweka upinde wangu mawinguni  nao utakuwa ishara ya agano kati yangu na dunia,nĩngũiga mũkũngambura wakwa matuinĩ  na ũrĩkoragwo ũrĩ rũũri rwa kĩrĩĩkanĩro gĩakwa na thĩ
Watu wa Sodoma walikuwa waovu na watenda dhambi wakuu dhidi ya Mwenyezi-Mungu .,Andũ a Sodomu maarĩ ooru na maikaraga makĩhĩtagĩria MWATHANI .
 Ni nini husababisha sisi na Wafarisayo tufunge ila wanafunzi wako hawafungi ? , Ni kii gitumaga ithui na Afarisai twihinge no arutwo aku matiihingaga ? 
Watawale samaki  ndege  mnyama wa kufugwa na wa mwituni  wakubwa na wadogo .,Maathage thamaki  nyoni  mahiu na nyamu cia githaka  nene na niini .
Kwa hivyo kukazuka wachungaji wa Abramu wakakeleleshana na wachungaji wa Loti .,Kwoguo arĩithi a Aburamu makĩnegenania na arĩithi a Loti .
Yesu akamwambia enda Shetani kwa maana kumeandikwa kuwa mwabudu Mungu wako pekee,Yesu akimwira thii shaitani tondu ni kwandike atiri thathaiya Ngai wako wiki
gavana wale wengine wote wa Yuda hawapaswi kukuona kama vile mji usiyo na sifa ,ngavana aria angi othe a Juda matiagiriiruo ni gukuona ta uri ituura ritari igweta 
Herode akawaita wajuzi hao wa nyota kwa siri akawauliza wakati ule waliona nyota,Herode agita atuiria acio a njata na hitho akimoria hindi iria njata iyo yoimirire
